"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Ally Financial","$2250000",""," Kristin Eagan ","Revolving Door Profiles","Non Former Members of Congress"
"Ally Financial","$2250000",""," Joshua P Wilsusen ","Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$100000","Ally Financial"," Milan Dalal ","Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$100000","Ally Financial"," Nadeam Elshami ","Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$100000","Ally Financial"," Greta Joynes ","Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$100000","Ally Financial"," Radha Mohan ","No Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$100000","Ally Financial"," Travis Norton ","Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$100000","Ally Financial"," Zachary Pfister ","Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$100000","Ally Financial"," John Sonsalla ","No Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$80000","Ally Financial"," De'ana Dow ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$80000","Ally Financial"," Joseph Eannello ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$80000","Ally Financial"," Jenn Fogel-Bublick ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$80000","Ally Financial"," John D Raffaelli ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$80000","Ally Financial"," Warren Tryon ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$80000","Ally Financial"," Jeffrey M Walter ","Revolving Door Profiles","Non Former Members of Congress"
"Crossroads Strategies","$120000","Ally Financial"," Rontel Batie ","Revolving Door Profiles","Non Former Members of Congress"
"Crossroads Strategies","$120000","Ally Financial"," Wally Burnett ","Revolving Door Profiles","Non Former Members of Congress"
"Crossroads Strategies","$120000","Ally Financial"," Katherine Dapper ","Revolving Door Profiles","Non Former Members of Congress"
"Crossroads Strategies","$120000","Ally Financial"," Alex Gleason ","Revolving Door Profiles","Non Former Members of Congress"
"Crossroads Strategies","$120000","Ally Financial"," Jason Gleason ","Revolving Door Profiles","Non Former Members of Congress"
"Crossroads Strategies","$120000","Ally Financial"," Mathew Lapinski ","Revolving Door Profiles","Non Former Members of Congress"
"Crossroads Strategies","$120000","Ally Financial"," Todd M Weiss ","Revolving Door Profiles","Non Former Members of Congress"
"Daly Consulting Group","$100000","Ally Financial"," Justin Daly ","Revolving Door Profiles","Non Former Members of Congress"
"Daly Consulting Group","$100000","Ally Financial"," Erik Johnson ","Revolving Door Profiles","Non Former Members of Congress"
