"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Daly Consulting Group","$200000","HSBC North America"," Justin Daly ","Revolving Door Profiles","Non Former Members of Congress"
"Daly Consulting Group","$200000","HSBC North America"," Erik Johnson ","Revolving Door Profiles","Non Former Members of Congress"
"HSBC North America","$1920000",""," Monique Frazier ","Revolving Door Profiles","Non Former Members of Congress"
"HSBC North America","$1920000",""," Courtney Futryk ","Revolving Door Profiles","Non Former Members of Congress"
"HSBC North America","$1920000",""," Michael Geffroy ","Revolving Door Profiles","Non Former Members of Congress"
"HSBC North America","$1920000",""," Matt Kellogg ","Revolving Door Profiles","Non Former Members of Congress"
"HSBC North America","$1920000",""," Christopher Rosello ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$120000","HSBC Holdings"," Andrew H Barbour ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$120000","HSBC Holdings"," Jon S Deuser ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$120000","HSBC Holdings"," James C Free ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$120000","HSBC Holdings"," Trevor Kolego ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$120000","HSBC Holdings"," Ian S D Mair ","No Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$120000","HSBC Holdings"," Summer Mersinger ","Revolving Door Profiles","Non Former Members of Congress"
