"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Doremus & Assoc","$400000","Wells Fargo"," Theodore A Doremus ","Revolving Door Profiles","Non Former Members of Congress"
"Kilpatrick Stockton LLP","$400000","Wells Fargo"," David Armand Dekeyser ","Revolving Door Profiles","Non Former Members of Congress"
"Kilpatrick Stockton LLP","$400000","Wells Fargo"," George Marcou ","No Revolving Door Profiles","Non Former Members of Congress"
"Kilpatrick Stockton LLP","$400000","Wells Fargo"," Christopher A Ott ","No Revolving Door Profiles","Non Former Members of Congress"
"Rural Community Insurance Services","$210000",""," Randy Tronnes ","No Revolving Door Profiles","Non Former Members of Congress"
"Rural Community Insurance Services","$210000",""," Linda Vickers ","No Revolving Door Profiles","Non Former Members of Congress"
"Vickers Linda","$300000","Rural Community Insurance Services"," Linda Vickers ","No Revolving Door Profiles","Non Former Members of Congress"
"Wells Fargo","$1765000",""," Daniel M Archer ","Revolving Door Profiles","Non Former Members of Congress"
"Wells Fargo","$1765000",""," Anita B Ecoloff ","No Revolving Door Profiles","Non Former Members of Congress"
"Wells Fargo","$1765000",""," Anita Eoloff ","No Revolving Door Profiles","Non Former Members of Congress"
