"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Clark Lytle & Geduldig","$20000","Consumer Bankers Assn"," Steve Clark ","No Revolving Door Profiles","Non Former Members of Congress"
"Clark Lytle & Geduldig","$20000","Consumer Bankers Assn"," Sam K Geduldig ","Revolving Door Profiles","Non Former Members of Congress"
"Clark Lytle & Geduldig","$20000","Consumer Bankers Assn"," Gary R Lytle ","No Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$1560000",""," Jeffrey Bloch ","No Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$1560000",""," Richard Hunt ","Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$1560000",""," David Pommerehn ","No Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$1560000",""," Steve Zeisel ","No Revolving Door Profiles","Non Former Members of Congress"
"Elmendorf Ryan","$80000","Consumer Bankers Assn"," Stacey Alexander ","Revolving Door Profiles","Non Former Members of Congress"
"Elmendorf Ryan","$80000","Consumer Bankers Assn"," Robert Cogorno ","Revolving Door Profiles","Non Former Members of Congress"
"Elmendorf Ryan","$80000","Consumer Bankers Assn"," Steven Elmendorf ","Revolving Door Profiles","Non Former Members of Congress"
"Elmendorf Ryan","$80000","Consumer Bankers Assn"," Kristina Kennedy ","Revolving Door Profiles","Non Former Members of Congress"
"Elmendorf Ryan","$80000","Consumer Bankers Assn"," Barry LaSala ","Revolving Door Profiles","Non Former Members of Congress"
"Elmendorf Ryan","$80000","Consumer Bankers Assn"," James 'Jimmy' Ryan ","Revolving Door Profiles","Non Former Members of Congress"
"Elmendorf Ryan","$80000","Consumer Bankers Assn"," Shanti Ochs Stanton ","Revolving Door Profiles","Non Former Members of Congress"
"Nappi & Hoppe","$40000","Consumer Bankers Assn"," Rodney C Hoppe ","Revolving Door Profiles","Non Former Members of Congress"
"Nappi & Hoppe","$40000","Consumer Bankers Assn"," Douglas R Nappi ","Revolving Door Profiles","Non Former Members of Congress"
"Nappi & Hoppe","$40000","Consumer Bankers Assn"," Kate Prible ","Revolving Door Profiles","Non Former Members of Congress"
"Sidley Austin LLP","$20000","Consumer Bankers Assn"," Karl F Kaufmann ","Revolving Door Profiles","Non Former Members of Congress"
"Washington Partners","$80000","Consumer Bankers Assn"," John E Dean ","Revolving Door Profiles","Non Former Members of Congress"
"Washington Partners","$80000","Consumer Bankers Assn"," Wes Huffman ","No Revolving Door Profiles","Non Former Members of Congress"
"Washington Partners","$80000","Consumer Bankers Assn"," Harrison III Wadsworth ","Revolving Door Profiles","Non Former Members of Congress"
