"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Bank of America","$3860000",""," James F Carlisle ","No Revolving Door Profiles","Non Former Members of Congress"
"Bank of America","$3860000",""," John E Collingwood ","No Revolving Door Profiles","Non Former Members of Congress"
"Bank of America","$3860000",""," Edward Jeffrey Hill ","No Revolving Door Profiles","Non Former Members of Congress"
"Bank of America","$3860000",""," Kevin Macmillan ","Revolving Door Profiles","Non Former Members of Congress"
"Bank of America","$3860000",""," Darrell Minott ","No Revolving Door Profiles","Non Former Members of Congress"
"Cleary Gottlieb et al","$120000","Banc of America Securities"," Laura Klimpel ","No Revolving Door Profiles","Non Former Members of Congress"
"Cleary Gottlieb et al","$120000","Banc of America Securities"," Colin Lloyd ","No Revolving Door Profiles","Non Former Members of Congress"
"Cleary Gottlieb et al","$120000","Banc of America Securities"," Edward J Rosen ","No Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$240000","Bank of America"," Cristina Antelo ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$240000","Bank of America"," Paul Brathwaite ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$240000","Bank of America"," Jaime R Harrison ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$240000","Bank of America"," Izzy Klein ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$240000","Bank of America"," Andrew Lewin ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$240000","Bank of America"," Tony Podesta ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$240000","Bank of America"," Michael Quaranta ","Revolving Door Profiles","Non Former Members of Congress"
"Podesta Group","$240000","Bank of America"," Oscar T Ramirez ","Revolving Door Profiles","Non Former Members of Congress"
"Quadripoint Strategies","$120000","Bank of America"," David F Crane ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$250000","Bank of America"," Andrew H Barbour ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$250000","Bank of America"," Jon S Deuser ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$250000","Bank of America"," James C Free ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$250000","Bank of America"," W Timothy Locke ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$250000","Bank of America"," James E Smith ","Revolving Door Profiles","Non Former Members of Congress"
