"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Barclays","$3840000",""," Patrick Durkin ","No Revolving Door Profiles","Non Former Members of Congress"
"Barclays","$3840000",""," Marlene Nicholson ","No Revolving Door Profiles","Non Former Members of Congress"
"Barclays","$3840000",""," Dragana Zivanovic ","No Revolving Door Profiles","Non Former Members of Congress"
"Brown & Co","$100000","Converteam Inc"," Justin Ackley ","No Revolving Door Profiles","Non Former Members of Congress"
"Brown & Co","$100000","Converteam Inc"," Cynthia L Brown ","No Revolving Door Profiles","Non Former Members of Congress"
"Brown & Co","$100000","Converteam Inc"," Mike Cosio ","Revolving Door Profiles","Non Former Members of Congress"
"Cleary Gottlieb et al","$80000","Barclays Capital"," Laura Klimpel ","No Revolving Door Profiles","Non Former Members of Congress"
"Cleary Gottlieb et al","$80000","Barclays Capital"," Colin Lloyd ","No Revolving Door Profiles","Non Former Members of Congress"
"Cleary Gottlieb et al","$80000","Barclays Capital"," Edward J Rosen ","No Revolving Door Profiles","Non Former Members of Congress"
"Hogan Lovells","$60000","Barclays"," Robert E Glennon ","No Revolving Door Profiles","Non Former Members of Congress"
"Hogan Lovells","$170000","Barclays Capital"," Robert E Glennon ","No Revolving Door Profiles","Non Former Members of Congress"
"LNE Group","$27500","Converteam Inc"," Kyla Kamis ","No Revolving Door Profiles","Non Former Members of Congress"
"LNE Group","$27500","Converteam Inc"," Justin R McCaulley ","No Revolving Door Profiles","Non Former Members of Congress"
"LNE Group","$27500","Converteam Inc"," Bevin Murphy ","No Revolving Door Profiles","Non Former Members of Congress"
"LNE Group","$27500","Converteam Inc"," Paul Vincent ","No Revolving Door Profiles","Non Former Members of Congress"
"LNE Group","$27500","Converteam Inc"," Lee C Weingart ","No Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Group","$120000","Barclays"," Mitchell L Feuer ","Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Group","$120000","Barclays"," Tara Wade Foscato ","Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Group","$120000","Barclays"," Robert E Griner ","Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Group","$120000","Barclays"," Peter D Rich ","Revolving Door Profiles","Non Former Members of Congress"
"Steptoe & Johnson","$50000","Barclays"," Amanda P Varma ","No Revolving Door Profiles","Non Former Members of Congress"
"Steptoe & Johnson","$50000","Barclays"," Philip R West ","Revolving Door Profiles","Non Former Members of Congress"
"Sullivan & Cromwell","$0","Barclays"," Samuel R III Woodall ","Revolving Door Profiles","Non Former Members of Congress"
