"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Consumer Bankers Assn","$2640000",""," Reagan Anderson ","Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$2640000",""," Jeffrey Bloch ","No Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$2640000",""," Kristen Ruth Fallon ","Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$2640000",""," Chris Gaginis ","Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$2640000",""," Dong Hong ","No Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$2640000",""," Bill Hulse ","Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$2640000",""," Richard Hunt ","Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$2640000",""," Kristiana Larson ","No Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$2640000",""," David Pommerehn ","No Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$2640000",""," Steve Zeisel ","No Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Anderson","$40000","Consumer Bankers Assn"," John A Anderson ","Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Anderson","$40000","Consumer Bankers Assn"," Mitchell L Feuer ","Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Anderson","$40000","Consumer Bankers Assn"," Rachel Goldberg ","Revolving Door Profiles","Non Former Members of Congress"
"Washington Partners","$80000","Consumer Bankers Assn"," John E Dean ","Revolving Door Profiles","Non Former Members of Congress"
"Washington Partners","$80000","Consumer Bankers Assn"," Wes Huffman ","No Revolving Door Profiles","Non Former Members of Congress"
