"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Cassidy & Assoc","$680000","Bombardier Inc"," Jordan Bernstein ","Revolving Door Profiles","Non Former Members of Congress"
"Cassidy & Assoc","$680000","Bombardier Inc"," Shawn Edwards ","Revolving Door Profiles","Non Former Members of Congress"
"Cassidy & Assoc","$680000","Bombardier Inc"," Gregg L Hartley ","Revolving Door Profiles","Non Former Members of Congress"
"Cassidy & Assoc","$680000","Bombardier Inc"," Daniel J McNamara ","Revolving Door Profiles","Non Former Members of Congress"
"Cassidy & Assoc","$680000","Bombardier Inc"," Terry L Paul ","Revolving Door Profiles","Non Former Members of Congress"
"Cassidy & Assoc","$680000","Bombardier Inc"," Jack Quinn ","Revolving Door Profiles","Former Members of Congress"
"Cassidy & Assoc","$680000","Bombardier Inc"," Markus Videnieks ","No Revolving Door Profiles","Non Former Members of Congress"
"Whitten & Diamond","$300000","Bombardier Inc"," Robert M Diamond ","Revolving Door Profiles","Non Former Members of Congress"
"Whitten & Diamond","$300000","Bombardier Inc"," Jamie L Jr Whitten ","No Revolving Door Profiles","Non Former Members of Congress"
"Xenophon Strategies","$120000","Bombardier Transportation USA"," Julie Chlopecki ","No Revolving Door Profiles","Non Former Members of Congress"
"Xenophon Strategies","$120000","Bombardier Transportation USA"," Tammy Lindenberg ","Revolving Door Profiles","Non Former Members of Congress"
"Xenophon Strategies","$120000","Bombardier Transportation USA"," Nancy K West ","Revolving Door Profiles","Non Former Members of Congress"
