"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Ernst & Young","$214000","Popular Inc"," Lauren Bazel ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$214000","Popular Inc"," John L Doney ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$214000","Popular Inc"," Donna Steele Flynn ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$214000","Popular Inc"," LaBrenda Garrett-Nelson ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$214000","Popular Inc"," Gary Gasper ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$214000","Popular Inc"," Bruce A Gates ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$214000","Popular Inc"," Nick D Giordano ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$214000","Popular Inc"," Francis Grab ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$214000","Popular Inc"," Dave Koshgarian ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$214000","Popular Inc"," Marty McGuinness ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$214000","Popular Inc"," Richard J Meltzer ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$214000","Popular Inc"," Philip D Moseley ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$214000","Popular Inc"," Anne Phelps ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$214000","Popular Inc"," John D Porter ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$214000","Popular Inc"," Robert M Rozen ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$214000","Popular Inc"," Tim Urban ","Revolving Door Profiles","Non Former Members of Congress"
"Popular Inc","$540000",""," Beatriz M Polhamus ","No Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$240000","Popular Inc"," Bruce H Andrews ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$240000","Popular Inc"," Jeffrey J Connaughton ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$240000","Popular Inc"," Amy Jensen Cunniffe ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$240000","Popular Inc"," Ed W Gillespie ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$240000","Popular Inc"," Mike Hacker ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$240000","Popular Inc"," Elizabeth Hogan ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$240000","Popular Inc"," David Hoppe ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$240000","Popular Inc"," Michael Hussey ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$240000","Popular Inc"," Marc Lampkin ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$240000","Popular Inc"," Hilary Lefebvre ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$240000","Popular Inc"," Dave Lugar ","No Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$240000","Popular Inc"," Nicolas Maduros ","No Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$240000","Popular Inc"," Harriet James Melvin ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$240000","Popular Inc"," Jim Morrell ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$240000","Popular Inc"," Katie Neal ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$240000","Popular Inc"," Manuel Ortiz ","No Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$240000","Popular Inc"," Jack M Quinn ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$240000","Popular Inc"," Marti Thomas ","Revolving Door Profiles","Non Former Members of Congress"
"Sullivan & Cromwell","$0","Popular Inc"," Samuel R III Woodall ","Revolving Door Profiles","Non Former Members of Congress"
