"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"American Capitol Group","$60000","Bank of America"," Nate Gatten ","Revolving Door Profiles","Non Former Members of Congress"
"Bank of America","$4090000",""," Keith Agisim ","No Revolving Door Profiles","Non Former Members of Congress"
"Bank of America","$4090000",""," James F Carlisle ","No Revolving Door Profiles","Non Former Members of Congress"
"Bank of America","$4090000",""," John E Collingwood ","No Revolving Door Profiles","Non Former Members of Congress"
"Bank of America","$4090000",""," Edward Jeffrey Hill ","No Revolving Door Profiles","Non Former Members of Congress"
"Bank of America","$4090000",""," Darrell Minott ","No Revolving Door Profiles","Non Former Members of Congress"
"Bryan Cave Strategies","$160000","Bank of America"," Broderick D Johnson ","Revolving Door Profiles","Non Former Members of Congress"
"Bryan Cave Strategies","$160000","Bank of America"," Waldo McMillan ","Revolving Door Profiles","Non Former Members of Congress"
"Countrywide Financial","$249000",""," Gordon R Mills ","No Revolving Door Profiles","Non Former Members of Congress"
"Covington & Burling","$0","Bank of America"," Richard C Shea ","No Revolving Door Profiles","Non Former Members of Congress"
"Dewey Square Group","$60000","Countrywide Financial"," Charles Campion ","No Revolving Door Profiles","Non Former Members of Congress"
"Dewey Square Group","$60000","Countrywide Financial"," Stephanie J Markiewicz ","No Revolving Door Profiles","Non Former Members of Congress"
"Eris Group","$180000","Countrywide Financial"," Doyle Bartlett ","Revolving Door Profiles","Non Former Members of Congress"
"Eris Group","$180000","Countrywide Financial"," Jennifer L Bendall ","Revolving Door Profiles","Non Former Members of Congress"
"Eris Group","$180000","Countrywide Financial"," Greg P Mesack ","Revolving Door Profiles","Non Former Members of Congress"
"Federal Policy Group","$100000","Bank of America"," James F Carlisle ","No Revolving Door Profiles","Non Former Members of Congress"
"Federal Policy Group","$100000","Bank of America"," Matthew J Dolan ","Revolving Door Profiles","Non Former Members of Congress"
"Federal Policy Group","$100000","Bank of America"," John Godfrey ","No Revolving Door Profiles","Non Former Members of Congress"
"Federal Policy Group","$100000","Bank of America"," Kenneth J Kies ","Revolving Door Profiles","Non Former Members of Congress"
"Federal Policy Group","$100000","Bank of America"," Patrick J 'Pat' Raffaniello ","Revolving Door Profiles","Non Former Members of Congress"
"King & Spalding","$480000","Bank of America"," William Clarkson ","Revolving Door Profiles","Non Former Members of Congress"
"King & Spalding","$480000","Bank of America"," Dan Coats ","Revolving Door Profiles","Former Members of Congress"
"King & Spalding","$480000","Bank of America"," George C Crawford ","Revolving Door Profiles","Non Former Members of Congress"
"King & Spalding","$480000","Bank of America"," Archibald Jr Galloway ","Revolving Door Profiles","Non Former Members of Congress"
"King & Spalding","$480000","Bank of America"," Connie III Mack ","Revolving Door Profiles","Former Members of Congress"
"King & Spalding","$480000","Bank of America"," Christopher A Ott ","No Revolving Door Profiles","Non Former Members of Congress"
"King & Spalding","$480000","Bank of America"," Thomas J Spulak ","Revolving Door Profiles","Non Former Members of Congress"
"King & Spalding","$480000","Bank of America"," Andrew L Woods ","Revolving Door Profiles","Non Former Members of Congress"
"Public Strategies Washington","$140000","Bank of America"," Steven Eichenauer ","Revolving Door Profiles","Non Former Members of Congress"
"Public Strategies Washington","$140000","Bank of America"," Joseph P O'Neill ","Revolving Door Profiles","Non Former Members of Congress"
"Public Strategies Washington","$140000","Bank of America"," Paul Snyder ","Revolving Door Profiles","Non Former Members of Congress"
"Quadripoint Strategies","$120000","Bank of America"," David F Crane ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$360000","Bank of America"," Jeffrey J Connaughton ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$360000","Bank of America"," Bonnie Hogue Duffy ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$360000","Bank of America"," Allison H Giles ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$360000","Bank of America"," Elizabeth Hogan ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$360000","Bank of America"," David Hoppe ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$360000","Bank of America"," Michael Hussey ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$360000","Bank of America"," Kevin D Kayes ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$360000","Bank of America"," Marc Lampkin ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$360000","Bank of America"," Dave Lugar ","No Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$360000","Bank of America"," Nicolas Maduros ","No Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$360000","Bank of America"," Chris McCannell ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$360000","Bank of America"," Harriet James Melvin ","Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$360000","Bank of America"," Manuel Ortiz ","No Revolving Door Profiles","Non Former Members of Congress"
"Quinn Gillespie & Assoc","$360000","Bank of America"," Jack M Quinn ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$250000","Bank of America"," Jon S Deuser ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$250000","Bank of America"," Sarah E Dumont-Merchak ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$250000","Bank of America"," James C Free ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$250000","Bank of America"," Robert Hickmott ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$250000","Bank of America"," W Timothy Locke ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$250000","Bank of America"," Alicia W Smith ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$250000","Bank of America"," James E Smith ","Revolving Door Profiles","Non Former Members of Congress"
