"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Daly Consulting Group","$100000","HSBC North America"," Justin Daly ","Revolving Door Profiles","Non Former Members of Congress"
"Daly Consulting Group","$100000","HSBC North America"," Erik Johnson ","Revolving Door Profiles","Non Former Members of Congress"
"HSBC North America","$1440000",""," Monique Frazier ","Revolving Door Profiles","Non Former Members of Congress"
"HSBC North America","$1440000",""," Courtney Futryk ","Revolving Door Profiles","Non Former Members of Congress"
"HSBC North America","$1440000",""," Michael Geffroy ","Revolving Door Profiles","Non Former Members of Congress"
"HSBC North America","$1440000",""," Matt Kellogg ","Revolving Door Profiles","Non Former Members of Congress"
"HSBC North America","$1440000",""," Christopher Rosello ","Revolving Door Profiles","Non Former Members of Congress"
"HSBC North America","$1440000",""," Janet G St Amand ","No Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$120000","HSBC Holdings"," Andrew H Barbour ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$120000","HSBC Holdings"," Jon S Deuser ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$120000","HSBC Holdings"," Trevor Kolego ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$120000","HSBC Holdings"," Summer Mersinger ","Revolving Door Profiles","Non Former Members of Congress"
"Washington Tax & Public Policy Group","$30000","HSBC Holdings"," Brian Diffell ","Revolving Door Profiles","Non Former Members of Congress"
"Washington Tax & Public Policy Group","$30000","HSBC Holdings"," Jan Fowler ","Revolving Door Profiles","Non Former Members of Congress"
"Washington Tax & Public Policy Group","$30000","HSBC Holdings"," Gregory Nickerson ","Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$180000","HSBC North America"," George D Baker ","Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$180000","HSBC North America"," David E Franasiak ","Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$180000","HSBC North America"," Jack Steven Hart ","Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$180000","HSBC North America"," Christopher Hatcher ","Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$180000","HSBC North America"," Susan Hirschmann ","Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$180000","HSBC North America"," Andrew Jones ","Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$180000","HSBC North America"," Nicholas Karellas ","Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$180000","HSBC North America"," Melinda Maxfield ","No Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$180000","HSBC North America"," Joel Oswald ","Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$180000","HSBC North America"," Eric Stewart ","Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$180000","HSBC North America"," Jennifer Wanandi ","No Revolving Door Profiles","Non Former Members of Congress"
