"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Ally Financial","$2330000",""," Kristin Eagan ","Revolving Door Profiles","Non Former Members of Congress"
"Ally Financial","$2330000",""," Joshua P Wilsusen ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$80000","Ally Financial"," De'ana Dow ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$80000","Ally Financial"," Jenn Fogel-Bublick ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$80000","Ally Financial"," John D Raffaelli ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$80000","Ally Financial"," Warren Tryon ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$80000","Ally Financial"," Jeffrey M Walter ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Hill Strategies","$80000","Ally Financial"," Charles M Brain ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Hill Strategies","$80000","Ally Financial"," Heather McHugh ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Hill Strategies","$80000","Ally Financial"," Beau Schuyler ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Hill Strategies","$80000","Ally Financial"," Adam J Wojciak ","Revolving Door Profiles","Non Former Members of Congress"
"Crossroads Strategies","$120000","Ally Financial"," Wally Burnett ","Revolving Door Profiles","Non Former Members of Congress"
"Crossroads Strategies","$120000","Ally Financial"," Katherine Dapper ","Revolving Door Profiles","Non Former Members of Congress"
"Crossroads Strategies","$120000","Ally Financial"," Jason Gleason ","Revolving Door Profiles","Non Former Members of Congress"
"Crossroads Strategies","$120000","Ally Financial"," Mathew Lapinski ","Revolving Door Profiles","Non Former Members of Congress"
"Crossroads Strategies","$120000","Ally Financial"," Chris J Miller ","Revolving Door Profiles","Non Former Members of Congress"
"Crossroads Strategies","$120000","Ally Financial"," Jason Benjamin Van Pelt ","Revolving Door Profiles","Non Former Members of Congress"
"Crossroads Strategies","$120000","Ally Financial"," Todd M Weiss ","Revolving Door Profiles","Non Former Members of Congress"
"Lugar Hellmann Group","$24000","Ally Financial"," Dave Lugar ","No Revolving Door Profiles","Non Former Members of Congress"
"Resolution Public Affairs","$6000","Ally Financial"," Heather McHugh ","Revolving Door Profiles","Non Former Members of Congress"
