"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Capitol Counsel","$120000","Regions Financial"," Jennifer Debes Bang ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$120000","Regions Financial"," De'ana Dow ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$120000","Regions Financial"," Joseph Eannello ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$120000","Regions Financial"," Jenn Fogel-Bublick ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$120000","Regions Financial"," David Olander ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$120000","Regions Financial"," Warren Tryon ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$120000","Regions Financial"," Jeffrey M Walter ","Revolving Door Profiles","Non Former Members of Congress"
"Gray Geoffrey P","$80000","Regions Financial"," Geoffrey P Gray ","Revolving Door Profiles","Non Former Members of Congress"
"Maynard Cooper & Gale","$40000","Regions Financial"," Stephen W Still ","No Revolving Door Profiles","Non Former Members of Congress"
"O'Rourke & Nappi","$120000","Regions Financial"," Chris Matthiesen ","Revolving Door Profiles","Non Former Members of Congress"
"O'Rourke & Nappi","$120000","Regions Financial"," Douglas R Nappi ","Revolving Door Profiles","Non Former Members of Congress"
"Porterfield Fettig & Sears","$80000","Regions Financial"," Bryan Blom ","Revolving Door Profiles","Non Former Members of Congress"
"Porterfield Fettig & Sears","$80000","Regions Financial"," Dwight Fettig ","Revolving Door Profiles","Non Former Members of Congress"
"Porterfield Fettig & Sears","$80000","Regions Financial"," Kelly McGrath ","Revolving Door Profiles","Non Former Members of Congress"
"Porterfield Fettig & Sears","$80000","Regions Financial"," Lendell W Porterfield ","Revolving Door Profiles","Non Former Members of Congress"
"Porterfield Fettig & Sears","$80000","Regions Financial"," Dawn Sears ","Revolving Door Profiles","Non Former Members of Congress"
"Porterfield Fettig & Sears","$80000","Regions Financial"," Ben Turner ","Revolving Door Profiles","Non Former Members of Congress"
"Regions Financial","$1460000",""," Chris Scribner ","No Revolving Door Profiles","Non Former Members of Congress"
"Regions Financial","$1460000",""," Brian Keith Smith ","No Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$80000","Regions Financial"," Andrew H Barbour ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$80000","Regions Financial"," Jon S Deuser ","Revolving Door Profiles","Non Former Members of Congress"
