"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Bank Policy Institute","$3540000",""," Cara Camacho ","Revolving Door Profiles","Non Former Members of Congress"
"Bank Policy Institute","$3540000",""," Katherine Childress ","Revolving Door Profiles","Non Former Members of Congress"
"Bank Policy Institute","$3540000",""," Anthony Cimino ","No Revolving Door Profiles","Non Former Members of Congress"
"Bank Policy Institute","$3540000",""," Edward Demarco ","Revolving Door Profiles","Non Former Members of Congress"
"Bank Policy Institute","$3540000",""," Jill Edwards Hoffman ","Revolving Door Profiles","Non Former Members of Congress"
"Bank Policy Institute","$3540000",""," Jason Kratovil ","Revolving Door Profiles","Non Former Members of Congress"
"Bank Policy Institute","$3540000",""," Michael T Lee ","Revolving Door Profiles","Non Former Members of Congress"
"Bank Policy Institute","$3540000",""," Paul Leonard ","Revolving Door Profiles","Non Former Members of Congress"
"Bank Policy Institute","$3540000",""," Georgette Perros Sierra ","Revolving Door Profiles","Non Former Members of Congress"
"Barnett Sivon & Natter","$84000","Bank Policy Institute"," Raymond Natter ","Revolving Door Profiles","Non Former Members of Congress"
"Barnett Sivon & Natter","$84000","Bank Policy Institute"," James C Sivon ","Revolving Door Profiles","Non Former Members of Congress"
"Barnett Sivon & Natter","$84000","Bank Policy Institute"," Katherine Wechsler ","No Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$120000","Bank Policy Institute"," Steve Clark ","No Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$120000","Bank Policy Institute"," Jay N III Cranford ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$120000","Bank Policy Institute"," Mike Freeman ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$120000","Bank Policy Institute"," Sam K Geduldig ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$120000","Bank Policy Institute"," Katie Mitchell ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$120000","Bank Policy Institute"," Michael Nielsen ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$120000","Bank Policy Institute"," Douglas Schwartz ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$120000","Bank Policy Institute"," John Stipicevic ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$120000","Bank Policy Institute"," Juliane Carter Sullivan ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$120000","Bank Policy Institute"," Aaron Szabo ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$120000","Bank Policy Institute"," Andrew H Barbour ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$120000","Bank Policy Institute"," Jon S Deuser ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$120000","Bank Policy Institute"," Trevor Kolego ","Revolving Door Profiles","Non Former Members of Congress"
"Sternhell Group","$160000","Bank Policy Institute"," Mike Ahern ","Revolving Door Profiles","Non Former Members of Congress"
"Sternhell Group","$160000","Bank Policy Institute"," Alex Sternhell ","Revolving Door Profiles","Non Former Members of Congress"
"Sullivan & Cromwell","$70000","Bank Policy Institute"," Samuel R III Woodall ","Revolving Door Profiles","Non Former Members of Congress"
