"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Brownstein Hyatt et al","$200000","Promontory Interfinancial Network"," Milan Dalal ","Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$200000","Promontory Interfinancial Network"," Michael B Levy ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$120000","Promontory Interfinancial Network"," Michael J Catanzaro ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$120000","Promontory Interfinancial Network"," Steve Clark ","No Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$120000","Promontory Interfinancial Network"," Jay N III Cranford ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$120000","Promontory Interfinancial Network"," Mike Freeman ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$120000","Promontory Interfinancial Network"," Sam K Geduldig ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$120000","Promontory Interfinancial Network"," Gary R Lytle ","No Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$120000","Promontory Interfinancial Network"," Katie Mitchell ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$120000","Promontory Interfinancial Network"," Michael Nielsen ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$120000","Promontory Interfinancial Network"," Douglas Schwartz ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$120000","Promontory Interfinancial Network"," John Stipicevic ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$120000","Promontory Interfinancial Network"," Juliane Carter Sullivan ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$120000","Promontory Interfinancial Network"," Amy Wren ","Revolving Door Profiles","Non Former Members of Congress"
"Covington & Burling","$160000","Promontory Interfinancial Network"," Edward L Yingling ","No Revolving Door Profiles","Non Former Members of Congress"
"Duberstein Group","$400000","Promontory Interfinancial Network"," Anne Bradbury ","Revolving Door Profiles","Non Former Members of Congress"
"Duberstein Group","$400000","Promontory Interfinancial Network"," Daniel Meyer ","Revolving Door Profiles","Non Former Members of Congress"
"Duberstein Group","$400000","Promontory Interfinancial Network"," David Schiappa ","Revolving Door Profiles","Non Former Members of Congress"
"Duberstein Group","$400000","Promontory Interfinancial Network"," Anne Wall ","Revolving Door Profiles","Non Former Members of Congress"
"Heidepriem & Assoc","$160000","Promontory Interfinancial Network"," Nikki Heidepriem ","Revolving Door Profiles","Non Former Members of Congress"
"Porterfield Fettig & Sears","$320000","Promontory Interfinancial Network"," Bryan Blom ","Revolving Door Profiles","Non Former Members of Congress"
"Porterfield Fettig & Sears","$320000","Promontory Interfinancial Network"," Dwight Fettig ","Revolving Door Profiles","Non Former Members of Congress"
"Porterfield Fettig & Sears","$320000","Promontory Interfinancial Network"," Lendell W Porterfield ","Revolving Door Profiles","Non Former Members of Congress"
"Porterfield Fettig & Sears","$320000","Promontory Interfinancial Network"," Dawn Sears ","Revolving Door Profiles","Non Former Members of Congress"
"Porterfield Fettig & Sears","$320000","Promontory Interfinancial Network"," Ben Turner ","Revolving Door Profiles","Non Former Members of Congress"
"Raben Group","$240000","Promontory Interfinancial Network"," Robert Raben ","Revolving Door Profiles","Non Former Members of Congress"
"Raben Group","$240000","Promontory Interfinancial Network"," Christina Weaver ","Revolving Door Profiles","Non Former Members of Congress"
"Zavarello Bill","$120000","Promontory Interfinancial Network"," William Zavarello ","Revolving Door Profiles","Non Former Members of Congress"
