"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Bombardier Transportation USA","$220000",""," Jeanine Ipsen Black ","No Revolving Door Profiles","Non Former Members of Congress"
"Bombardier Transportation USA","$220000",""," Peter M Stetler ","No Revolving Door Profiles","Non Former Members of Congress"
"DC Navigators","$160000","Bombardier Transportation USA"," Philmore B Anderson ","Revolving Door Profiles","Non Former Members of Congress"
"DC Navigators","$160000","Bombardier Transportation USA"," Bill Briggs ","Revolving Door Profiles","Non Former Members of Congress"
"DC Navigators","$160000","Bombardier Transportation USA"," Cesar V Conda ","Revolving Door Profiles","Non Former Members of Congress"
"DC Navigators","$160000","Bombardier Transportation USA"," James L Pitts ","Revolving Door Profiles","Non Former Members of Congress"
"Hyjek & Fix","$60000","Bombardier Services Corp"," Chris Goode ","No Revolving Door Profiles","Non Former Members of Congress"
"Hyjek & Fix","$60000","Bombardier Services Corp"," Steven M Hyjek ","Revolving Door Profiles","Non Former Members of Congress"
"Whitten & Diamond","$212500","Bombardier Inc"," Robert M Diamond ","Revolving Door Profiles","Non Former Members of Congress"
"Whitten & Diamond","$212500","Bombardier Inc"," Jamie L Jr Whitten ","No Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$40000","Bombardier Transportation USA"," Denis J Dwyer ","Revolving Door Profiles","Non Former Members of Congress"
"Williams & Jensen","$40000","Bombardier Transportation USA"," Joyce A Rogers ","Revolving Door Profiles","Non Former Members of Congress"
"Xenophon Strategies","$70000","Bombardier Transportation USA"," Nancy K West ","Revolving Door Profiles","Non Former Members of Congress"
