"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Brownstein Hyatt et al","$140000","Promontory Interfinancial Network"," Eddie Ambrose ","Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$140000","Promontory Interfinancial Network"," Michael B Levy ","Revolving Door Profiles","Non Former Members of Congress"
"Duberstein Group","$200000","Promontory Interfinancial Network"," Michael S Berman ","Revolving Door Profiles","Non Former Members of Congress"
"Duberstein Group","$200000","Promontory Interfinancial Network"," Steven M Champlin ","Revolving Door Profiles","Non Former Members of Congress"
"Duberstein Group","$200000","Promontory Interfinancial Network"," Kenneth M Duberstein ","Revolving Door Profiles","Non Former Members of Congress"
"Duberstein Group","$200000","Promontory Interfinancial Network"," Brian Griffin ","Revolving Door Profiles","Non Former Members of Congress"
"Duberstein Group","$200000","Promontory Interfinancial Network"," Daniel Meyer ","Revolving Door Profiles","Non Former Members of Congress"
"Duberstein Group","$200000","Promontory Interfinancial Network"," Marti Thomas ","Revolving Door Profiles","Non Former Members of Congress"
"Duberstein Group","$200000","Promontory Interfinancial Network"," Eric Ueland ","Revolving Door Profiles","Non Former Members of Congress"
"Porterfield Lowenthal & Fettig","$280000","Promontory Interfinancial Network"," Dawn Callaghan ","Revolving Door Profiles","Non Former Members of Congress"
"Porterfield Lowenthal & Fettig","$280000","Promontory Interfinancial Network"," Jillien Williams Flores ","Revolving Door Profiles","Non Former Members of Congress"
"Porterfield Lowenthal & Fettig","$280000","Promontory Interfinancial Network"," Kirsten T Johnson-Obey ","Revolving Door Profiles","Non Former Members of Congress"
"Porterfield Lowenthal & Fettig","$280000","Promontory Interfinancial Network"," Andrew Lowenthal ","Revolving Door Profiles","Non Former Members of Congress"
"Porterfield Lowenthal & Fettig","$280000","Promontory Interfinancial Network"," Jason Pitcock ","Revolving Door Profiles","Non Former Members of Congress"
"Porterfield Lowenthal & Fettig","$280000","Promontory Interfinancial Network"," Lendell W Porterfield ","Revolving Door Profiles","Non Former Members of Congress"
"Raben Group","$360000","Promontory Interfinancial Network"," Mark Glaze ","Revolving Door Profiles","Non Former Members of Congress"
"Raben Group","$360000","Promontory Interfinancial Network"," Robert Raben ","Revolving Door Profiles","Non Former Members of Congress"
"Raben Group","$360000","Promontory Interfinancial Network"," Courtney Snowden ","Revolving Door Profiles","Non Former Members of Congress"
