"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Barclays","$2480000",""," Patrick Durkin ","No Revolving Door Profiles","Non Former Members of Congress"
"Barclays","$2480000",""," Allison Parent ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$280000","Barclays Capital"," Nick D Giordano ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$280000","Barclays Capital"," Jeff Levey ","No Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$280000","Barclays Capital"," John D Porter ","Revolving Door Profiles","Non Former Members of Congress"
"Hogan Lovells","$30000","Barclays Capital"," Robert E Glennon ","No Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Group","$120000","Barclays"," Mitchell L Feuer ","Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Group","$120000","Barclays"," Tara Wade Foscato ","Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Group","$120000","Barclays"," Robert E Griner ","Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Group","$120000","Barclays"," Peter D Rich ","Revolving Door Profiles","Non Former Members of Congress"
