"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Brownstein Hyatt et al","$360000","Electronic Payments Coalition"," Alexander Dahl ","Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$360000","Electronic Payments Coalition"," Michael Eisenberg ","Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$360000","Electronic Payments Coalition"," Regina Mahony ","Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$360000","Electronic Payments Coalition"," William E Moschella ","Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$360000","Electronic Payments Coalition"," Alfred Mottur ","Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$360000","Electronic Payments Coalition"," Manuel Ortiz ","No Revolving Door Profiles","Non Former Members of Congress"
"Bryan Cave LLP","$580000","Electronic Payments Coalition"," Robert Stolebarger ","No Revolving Door Profiles","Non Former Members of Congress"
"Clark Lytle et al","$243000","Electronic Payments Coalition"," Steve Clark ","No Revolving Door Profiles","Non Former Members of Congress"
"Clark Lytle et al","$243000","Electronic Payments Coalition"," Jay N III Cranford ","Revolving Door Profiles","Non Former Members of Congress"
"Clark Lytle et al","$243000","Electronic Payments Coalition"," Sam K Geduldig ","Revolving Door Profiles","Non Former Members of Congress"
"Clark Lytle et al","$243000","Electronic Payments Coalition"," Gary R Lytle ","No Revolving Door Profiles","Non Former Members of Congress"
"Clark Lytle et al","$243000","Electronic Payments Coalition"," Deborah Pryce ","Revolving Door Profiles","Former Members of Congress"
"Clark Lytle et al","$243000","Electronic Payments Coalition"," Amy Wren ","Revolving Door Profiles","Non Former Members of Congress"
"Mahoney Regina","$10000","Electronic Payments Coalition"," Regina Mahony ","Revolving Door Profiles","Non Former Members of Congress"
"Tassey & Assoc","$400000","Electronic Payments Coalition"," Beverly Bell ","Revolving Door Profiles","Non Former Members of Congress"
"Tassey & Assoc","$400000","Electronic Payments Coalition"," Jessica A Mandel ","No Revolving Door Profiles","Non Former Members of Congress"
"Tassey & Assoc","$400000","Electronic Payments Coalition"," Jeffrey A Tassey ","Revolving Door Profiles","Non Former Members of Congress"
