"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Consumer Bankers Assn","$2560000",""," Jeffrey Bloch ","No Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$2560000",""," Ryan Pace Bradshaw ","Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$2560000",""," Chris Gaginis ","Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$2560000",""," Dong Hong ","No Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$2560000",""," Richard Hunt ","Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$2560000",""," David Pommerehn ","No Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$2560000",""," Steve Zeisel ","No Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Anderson","$20000","Consumer Bankers Assn"," John A Anderson ","Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Anderson","$20000","Consumer Bankers Assn"," Mitchell L Feuer ","Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Anderson","$20000","Consumer Bankers Assn"," Tara Wade Foscato ","Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Anderson","$20000","Consumer Bankers Assn"," Peter D Rich ","Revolving Door Profiles","Non Former Members of Congress"
"Washington Partners","$80000","Consumer Bankers Assn"," John E Dean ","Revolving Door Profiles","Non Former Members of Congress"
"Washington Partners","$80000","Consumer Bankers Assn"," Wes Huffman ","No Revolving Door Profiles","Non Former Members of Congress"
"Washington Partners","$80000","Consumer Bankers Assn"," Harrison III Wadsworth ","Revolving Door Profiles","Non Former Members of Congress"
