"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Ally Financial","$2390000",""," Michele E Lieber ","No Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$70000","Ally Financial"," De'ana Dow ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$70000","Ally Financial"," Jenn Fogel-Bublick ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$70000","Ally Financial"," John D Raffaelli ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$70000","Ally Financial"," Warren Tryon ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$70000","Ally Financial"," Jeffrey M Walter ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Hill Strategies","$80000","Ally Financial"," Charles M Brain ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Hill Strategies","$80000","Ally Financial"," Heather McHugh ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Hill Strategies","$80000","Ally Financial"," Beau Schuyler ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Hill Strategies","$80000","Ally Financial"," Adam J Wojciak ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$96000","Ally Financial"," Michael J Catanzaro ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$96000","Ally Financial"," Steve Clark ","No Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$96000","Ally Financial"," Jay N III Cranford ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$96000","Ally Financial"," Sam K Geduldig ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$96000","Ally Financial"," Gary R Lytle ","No Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$96000","Ally Financial"," Michael Nielsen ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$96000","Ally Financial"," Deborah Pryce ","Revolving Door Profiles","Former Members of Congress"
"CGCN Group","$96000","Ally Financial"," Douglas Schwartz ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$96000","Ally Financial"," John Stipicevic ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$96000","Ally Financial"," Amy Wren ","Revolving Door Profiles","Non Former Members of Congress"
"Lugar Hellmann Group","$96000","Ally Financial"," Dave Lugar ","No Revolving Door Profiles","Non Former Members of Congress"
"Ogilvy Government Relations","$80000","Ally Financial"," Tim McGivern ","Revolving Door Profiles","Non Former Members of Congress"
"Signal Group","$70000","Ally Financial"," Langston Emerson ","Revolving Door Profiles","Non Former Members of Congress"
"Tim Yehl LLC","$80000","Ally Financial"," Timothy Yehl ","Revolving Door Profiles","Non Former Members of Congress"
